image_id,captions
2644719500.jpg,"The newlyweds cutting their wedding cake at the reception with leis around their necks . A bride and groom , wearing leis , cutting their wedding cake . A married couple cutting a cake while wearing leis . A married couple are cutting a wedding cake . A married couple is cutting a cake ."
264483970.jpg,"Four male cheerleaders are preparing the catch the female cheerleaders they just threw in the air . Four cheerleaders in a row are being thrown into the air simultaneously by four separate men . 11 cheerleaders in yellow and white on a football field , 8 of which are doing a lift . Male cheerleaders are holding up female cheerleaders on a football field . A group of cheerleaders are cheering on a field ."
2644906016.jpg,A group of people are dressed in multicolored clothes while performing an act . a group of men wearing colorful clothing twirl batons in unison . A group of men are doing a synchronized dance . A troupe of dancers performs in a parade . blue clad jugglers march in a parade .
2644916196.jpg,Small laughing child with blond-hair sitting at a table holding a green sippy cup . A little boy drinks milk and gets milk all over his face and table . A child with a yellow cup and milk all over his face . a little boy spilled his milk from the green cup . Toddler with milk around his mouth .
2644920808.jpg,"A person standing on top of some rocks with the sky behind . A man at the top of rocks , clouds behind . A man stands on top of a rocky mountain . A man stands on top of a rocky hill . A person stands on a mountaintop ."
2645175777.jpg,A street vendor has a seat in the middle of his produce setup ; he is talking on a cellphone . A person wearing a red shirt sitting in the middle of fresh fruit and vegetables . A dark-haired man is minding a fruit shop . A man sits in the middle of a fruit stand . A man selling fruits and vegetables .
2645241028.jpg,An Asian man is using a soldering tool on a green circuit board while seated at a gray table . One guy wearing black shirt sitting at table working on computer project . A man with a black shirt is repairing a laptop . Asian man with black t-shirt works on a laptop . This man is working on the circuit board .
264524370.jpg,String orchestra and conductor in spotlight surrounded by darkness . An orchestra playing on a dimly lit stage being led by a conductor . A professional orchestra is playing in a dimly lit room . A group of orchestra musicians playing in a dim room . An orchestra surrounding the maestro .
2645694063.jpg,Two very large white guys with a African American man cooking sausages at a barbecue . A man is barbecuing hotdogs while 2 other men eat in the background . A barbecue with at least two attendants in an undisclosed location . Three men are cooking food outdoors . A man is making food on the grill .
2645723249.jpg,"A young woman seated at a table on what appears to be a backyard deck holds a toddler , giving him a toy or bottle of some sort , while smiling into the camera . An adult female and baby outside with a glass on a metal table . A woman holds an infant baby on a back porch . A brunette woman holds a child outside . A mother and her sun sitting outside ."
2645724661.jpg,"A woman sits with a child , reading a big blue book . An infant is eating while being read a book . The woman with the baby is drinking wine . A woman is hold a child while he reads . A mother reads a book to her baby ."
2645745905.jpg,"A man wearing blue jeans and a black shirt is talking to a man wearing white shorts while they are sitting outside in folding chairs on a patio . Two men are sitting on a patio , one has no shoes on and is drinking a bottle with a yellow cozy over it . Two men are sitting on folding chairs on a patio and talking . Two men are having a conversation while sitting on the patio . Two men sitting outside are deep in conversation ."
2645748943.jpg,"Two men , one wearing a gray shirt and white shorts , the other wearing a blue striped shirt with glasses and beard , eating outside with another woman . A group of people sitting at an outdoor table eating food and drinking alcoholic beverages . A group of adults in casual dress sit down to eat a barbecued meal . A group of people sitting at a round table outside eating . A group of people eating at a table outside ."
2646046871.jpg,A child in Hawaiian clothing jumps and poses in a low cut yard nearby a fence and building . A boy in an open Hawaiian shirt is making the Longhorns symbol with his hand . The boy with his shirt undone is stretching his arm in the air . A child jumping in the air with his or her shirt flying open . A boy wearing a flowered shirt raises his arm and jumps .
2646116932.jpg,"Two boys in a park , one standing near a tree and one sitting at a picnic table with the playground behind them . A young boy in a striped shirt is leaning against a tree while another child sits at a picnic table . A boy in a striped t-shirt is standing by a tree in front of the picnic tables . A little boy in a striped shirt is standing behind a tree . A boy hiding behind a tree"
2646246120.jpg,People enjoying the sandy beach near the water with a funny looking tree on the beach . A man wearing a red tank top and white hat is sitting on a towel at the beach . The beach with a person in a red tank top sitting under a small tree . A man in red sits under the shade of a small tree on the beach . A person in red sitting on a beach .
2646345087.jpg,"A red shirted man is renovating his kitchen , prepping the wall behind where his counter will sit . A man wearing a red shirt kneels in front of a wall where cabinets have been removed in a kitchen . A man in a red shirt works in a decrepit kitchen with green and white tiles . A man in a red shirt is crouching inside a house needing repairs . A man in a red shirt examining damaged kitchen tile ."
2646540383.jpg,A boy wearing a blue swimsuit begins to slide down a water slide . A person in swim trunks jumping down an inflatable slide A boy is jumping forwards down a water slide . a boy jumps onto a inflatable water slide A boy on a water slide
2646577258.jpg,The cowboy in blue is trying not to be thrown off of the horse . A man dressed in cowboy attire is riding a horse . A horse bucks a man off its back at the rodeo . A man is thrown off a horse while at a rodeo . An airborne horse bucks off a rider .
2646615552.jpg,The little boy is coming out of the water in a swimming pool . A young boy with blond-hair is in a swimming pool . A little blond toddler is wading in a baby pool . A young boy playing in a swimming pool A young boy in a pool
2646673527.jpg,A younger boy wearing headphones with a microphone laughs with an older boy wearing a green t-shirt while looking at a computer screen . An older young boy and a middle-aged boy looking and laughing at a computer screen . Two teenagers are smiling at a computer monitor . Two kids smiling in front of the computer Two young men playing at a computer .
2647049174.jpg,The little boy wearing the blue shirt is putting dirt in his mouth . A little boy who is playing outdoors is tasting dirt . A small child squats and puts dirt into his mouth . A child puts dirt into his mouth . A toddler eats dirt .
2647062476.jpg,Six women standing in a field awaiting their turn at a port-a-potty . A group of girls are waiting outside of a potty-potty . Six women wait to use a port-o-john in a field . Women standing outside to use the potty . Six people standing behind a fence .
2647132885.jpg,A man in a red hat is sitting on the floor making a craft . A worker is constructing an artistic project . A man sits on a floor and makes a blue kite . A man sits and works on a crafts project . A man prepares a kite for flight .
2647166526.jpg,"Two african-american women are standing in a city wearing tutus , one white and one blue . Two women wearing ballerina attire are conversing with one another . Two adult women in tutus and sunglasses are having a conversation . Two women in leggings and tutus are talking on the sidewalk . Two women in tutu 's and leg warmers stop for a chat ."
2647229826.jpg,A young girl in red is jumping over a bent over child for a children ' game . Children are playing leapfrog in front of a fountain Children playing leapfrog beside fountain . Six children near a water fountain . Children playing leapfrog .
2647394564.jpg,A child is leaping from one bed to another in the same room . A small blond child jumping from one bed to another . A little blond boy jumps from one bed to another . A young blond boy is jumping from bed to bed . A small boy leaps from one bed to another .
2647424395.jpg,"A young brown-haired girl is playing with a large green balloon in a cave . A young girl in a pink shirt stretching to touch a green balloon . A girl in a pink shirt looking at a green balloon . A girl in a pink shirt playing with a green ball . Young , female child , playing with a balloon ."
2647593678.jpg,A woman is clapping her hands while running in front of a running brown dog . The little red dog is running a course in front of blue tents . A woman leads a small dog through an agility competition . Woman leading her small dog through an obstacle course . Woman on grass playing with small dog .
2647755755.jpg,"A man and a woman are relaxing with a child among the trees . We like this garden and we enjoy every evening in summer . A man , a woman , and a child are relaxing outside . A man , a woman , and a child sitting outdoors . People are sitting outside in the sun ."
2647862489.jpg,A man in a blue shirt carrying a backpack and a woman dressed in black holding some type of box are deep in conversation . A man with a black backpack is having a conversation with a woman holding a orange and white box . A man wearing a purple shirt and a backpack talks to a woman carrying a box . A man with a backpack engages a woman on the street in conversation . A man with a backpack is talking to a woman in a black shirt .
2648165716.jpg,A little blond boy in a Winnie the Pool t-shirt holds up a red plastic bat . A little boy in a Winnie the Pooh T-shirt is waiting to swing his red bat . A little boy holds a bat in the air waiting on the ball . A small child swings back a red baseball bat . A boy swings a plastic bat .
2648238429.jpg,"A lady in a cream blouse and black pants is posing in a photo with her hand extended toward a large beige and black grill . Woman wearing dark pants , white top and gray shawl is motioning to a large cooking appliance in a retail store . A woman is shopping for a stove top in a home improvement store and has found one that she likes . A woman showing a large freestanding grill at what looks to be a Home Depot store . An older woman models a large grill installation at a home center ."
2648310638.jpg,Person in blue top and shorts wearing a cap standing on a road with mountain with trees in the background . The woman in the white hat and blue shorts is jogging in the bicycle lane on a mountain road . A woman in a blue tank top and shorts is jogging down an asphalt road . A woman in a purple top and white cap jogging down the road . A woman jogging up a hill with a scenic view behing her
2648399206.jpg,A red-haired girl in a boat wearing a blue life vest is holding a fishing pole . A little red-haired girl wearing a blue life jacket is fishing from a boat . A red-haired little girl in purple is fishing on a boat out on a lake . a Little redheaded girl just caught a small fish on her fishing rod . A child is fishing on a boat in a river .
264859622.jpg,"A man walking a tightrope , low to the ground , between two trees . A young man is walking across a suspended rope at night . A young man walks a tightrope tied to a tree at night . A man walks on a low tightrope under a tree . a man walks across the tightrope ."
2649056692.jpg,A white male toddler wearing a blue top sitting in a cream colored chair with a large stuffed SpongeBob . A baby boy is sitting on a beige chair next to a stuffed SpongeBob SquarePants . A baby is sitting in a chair with a stuffed SpongeBob SquarePants toy . Baby sitting in chair with stuffed SpongeBob doll . a child sitting with a stuffed toy on a couch
2649216969.jpg,"A single man , riding his bike on the pier at sunset . A man on a bike riding home from a long day at work . A man riding a bicycle along the waterfront . A man on a bike rides down a sunlit pier . A man riding a bike on the pier ."
264928854.jpg,"A man talks on a cellphone , while standing in front of a Dale Earnhardt , Jr. , display . The man is talking on his cellphone in front of a sports store . A man standing in front of Dale Jr. posters with red light a man is talking on a cellphone outside of a bar . Man on the phone in front of a neon sign"
2649406158.jpg,A brown and white greyhound wearing a red number five is caught in midair racing . A greyhound with the number 5 on it is running along a dirt racing track . a muzzled greyhound wearing the number five is running on a dog track . A muzzled animal jumps over a metal bar and splashes through the mud . Dog with muzzle and sweater marked 5 runs on dirt track .
2649705487.jpg,"A woman is jogging on a road by a shoreline , holding an item up in the air . The woman in the yellow shirt jogged along the coastline . A woman jogs down the rode near a rocky shore . A woman passing by the shore . A woman in yellow , jogging ."
2649850541.jpg,A girl lays on the sidewalk with her arms and face in the grass . A little girl lays on the sidewalk with her face in the grass . The little girl is laying on the sidewalk . a girl lays on her driveway . A girl laying on a sidewalk .
2650485780.jpg,Six children playing musical instruments and singing in what appears to be a church . A group of children in a church basement play maracas and tambourines . a group of young children performing song and playing instruments . Six children in a row with small musical instruments . A group of children play tambourines .
2650568697.jpg,Two guys are posing next to each other on the steps of a building with traffic behind them . Two men pose at the bottom of a set of steps in a metropolitain area . Two men sit together on a set of steps outside near a street . Two men sit together beside stone steps in an urban setting . Two men are sitting on steps in front of a city building .
2650620212.jpg,A fluffy blank poodle is walking on the edge of a pool . A black dog runs around an outdoor swimming pool . A black dog is walking along the side of a pool . A black poodle walks on the edge of a pool . A black dog walking beside a pool .
265086707.jpg,One smiling person wearing a black sleeveless shirt is hammering a nail into a piece of wood . A young man is proudly making improvements to his home by using his carpentry skills . A young smiling black man is hammering a nail in a piece of wood in front of a shed . A boy in a black tank top is hammering a nail into a piece of wood . A young carpenter hammers a nail into a carved piece of wood .
2651080346.jpg,A sculptor of a topless woman reaching upwards is attached to a flat wall of a building with a row of barred doors at the ground level . A black and white angel figure is painted onto the brown wall of a building with many black doors . A statue of a gesturing woman is attached to gray stone wall with a row of windows at the bottom . A statue of an angel mounted to the side of a building . There is a statue on the side of a building .
2651455205.jpg,A little girl and boy are sitting on a wooden box reading books . A young boy and girl sit on a blue bench while reading books . Two children are sitting side by side and looking at books . Two toddlers are sitting down and reading picture books . A little girl and boy sit while reading books .
265179051.jpg,"A man with a mustache who is driving a Mercedes-Benz , is looking over his shoulder and smiling . A smiling man in the driver 's seat of an automobile turns to the backseat . An old man with his face turned around smiling while holding his car wheel . A man facing the camera and smiling while behind the wheel of a car . A silver-haired man at the steering wheel looks back and smiles ."
2651915425.jpg,"A smiling boy swims , with only his head above the water . A boy smiles and swims in blue water . A boy smiles while he swims . a boy swims in the pool . A smiling child swims ."
2652155912.jpg,A large explosion occured near a red car at a gas station . a red car is leaping through a ball of fire . Flames at gas pumps engulf a red car . A red car is caught in an explosion . A gas station and a car on fire .
2652207781.jpg,a latino teacher wearing a green shirt is trying to throw a dart in his classroom . a man is walking to the front of a conference room . A man stands sit in a room with chairs inside . A man walking through an empty classroom . Man is demonstrating to a student .
265223843.jpg,A man is riding a powered para-glider in the air at sunset . An individual is floating in the air with a parachute . A person in the sky connected to a fan . Person hang gliding at sunset . Parachuter in midair .
265223847.jpg,A man in the air in a four-wheeled cart attached to a parachute with smokestacks on the sun-setting horizon . A flying machine with a yellow sail is landing with industrial buildings in the background . A fan operated vehicle with a yellow parachute is landing . Person landing a yellow hanglider . Man parasails at night
2652311904.jpg,The crowds of people fill the streets in town as they converse with each other . A busy street with numerous people interacting and going about their lives . A bustling sidewalk lights up as darkness nears . A crowded street full of bystanders . People in a crowded city street .
2652382453.jpg,"An elderly woman looking at her cellphone , and a young black man looking toward her . A group of people hanging out on the street as a woman looks at her phone . Everyone on the street in the city seem to be busy doing their own thing . An elderly woman checks her cellphone while standing on the curb . An older lady takes a moment to check her phone in a busy street ."
2652522323.jpg,A young woman and her daughter play with a blue and white beach ball in the grass . Girl with tan dress and a hat with woman in a gray top with blue ball on ground . A young asian girl with a woman plays with a blue ball in a part setting . A little girl with a hat playing ball with her mom . A child and her mother are playing ball in a park .
2652536502.jpg,Man in a camel colored jacket that is standing looking at the stone walkway . A man in a brown jacket is standing and looking at plants in a garden . An elderly man in a tan jacket is looking down at a plant . A man in a tan suit jacket looks at a plant . The old person is watching down .
265265586.jpg,"A brunette artist wearing a respirator is carving a sad looking knight into a brick structure that is only partially visible but appears to perhaps be part of a modern castle of some kind . A person with brown hair wearing a blue shirt and purple bandanna around their neck is chiseling a design into a round , brick pillar . A person wearing a heavy coat , respirator and goggles etches the figure of a medieval warrior into a round brick structure . a man in a ventilation mask is carving a knight onto a brick wall . A sculptor is carving a picture of a knight into a brick wall ."
2652843146.jpg,A group of men watch on as another man is seasoning the remains of an animal to barbecue near a barn . Three men look on as two other men carve up a freshly barbecued hog in the backyard . A man is carving a pig after freshly being barbecued while others look on and smile . Workers are preparing for what they plan to be a tasty barbecue treat . Men partake in the act of roasting a pig .
2652974155.jpg,A man is holding a fishing pole with a fish that he caught . A man with a red fishing pole catching a very small fish . A man in a green shirt catching a fish . An older man has caught a small fish . A man catching a fish off a boat .
2653034718.jpg,A group of people standing and sitting around what looks like a town hall meeting . A small group of people are standing up looking at something in front of them . Two children are among several other people and playing a game on the Wii . Children and young adults in a room watching one girl play a game . A woman standing behind a podium is speaking to people .
2653063469.jpg,Man in black shirt passing child to woman in olive tank while seated at a table . A man passes a baby girl over to a lady during a crab dinner . A baby is passed between a man and a woman at a busy table . A group of people sitting at a table eating and talking . A man handing a baby off to a woman .
2653192579.jpg,A woman sits on a rug next to a shirtless boy who is looking in the direction of a checkers board that includes several pieces . A woman wearing a spaghetti-strapped shirt and a shirtless boy wearing red Shorts play with an over-sized checkers board . A woman and a little boy are sitting on the floor playing a game of checkers . A mom and her son are sitting on the floor playing checkers . A little boy is losing a game of strip checkers .
2653199219.jpg,A young child is eating a meal out of a styrofoam container while he sits at a table next to a window . Young boy is eating an egg roll with a plastic fork and looking off into the distance . A child eating food with his head resting against his hand . a kid eating a takeout box of food A young boy eating an enchilada .
2653493856.jpg,"The older male wearing a green shirt and shorts with black hair is teaching the younger male , wearing a graphic tee with blond-hair how to play a game , called bump off . A white man and little boy looking at a table . A man looks on while a child plays a game . A father playing a game with his son . Two people playing a game ."
2653533876.jpg,"A downtown city street complete with buses , traffic and people on the street . A woman crosses through the middle of the street to get to the other side . A lady in a sundress is jaywalking across a city street . A woman crossing the street in downtown shopping area . A woman wearing a dress is crossing the street ."
2653552905.jpg,Two men standing in front of a condominium building with grass and trees around . Two men stand close to each other in front of a building with many balconies . Two men are standing on a path in front of a white building . Two men stand on a sidewalk in front of a tropical hotel . two men stand in front of a large building .
2653617835.jpg,"An elderly man with glasses , a red ball cap and backpack is standing in front of an open doorway . An older man in a white shirt walks out of a building through a pair of wooden doors . An old man in a red hat is holding open a door . An elderly gentleman is exiting a building . An old man walks out of a building ."
2653631855.jpg,"There is a girl with a blue balloon , a boy with a green balloon and a lady talking with the little girl on the sidewalk . A woman is standing by a bike and two children , a boy and a girl , are with her and holding balloons . Two children holding balloons and a woman are on a sidewalk with a car off to the side . A woman in a skirt and a pink shirt hands balloons to a young girl and young boy . A woman and two children stand outside a store , and the children have balloons ."
2653809100.jpg,"A woman holds a baby on her lap and holds the hand of another young child who is riding on a horse-shaped tire swing . A shirtless child plays on a "" horse "" swing made out of rubber while holding a woman 's hand . A mother is holding a baby and playing with her son on a horse swing . A little boy swings while his mother holds a baby . A woman and a baby are watching a boy play ."
2653853997.jpg,"A young boy wearing a blue "" 24 "" sports shirt , a girl sipping a juice box and a plastic container with peanut butter and jelly sandwiches . Two young boys in blue shirts and a girl drinking from a juice container at a picnic table three children are enjoying lunch on a picnic bench together . Three children eating a meal outdoors on a wooden table . Some small children are enjoying a picnic lunch ."
2653938322.jpg,A boy wearing a red shirt is shooting fireworks off a breakwall into the water . A boy in a red shirt is bent down looking at firework he has lit . A little boy wearing a red shirt is stooping by the water . Young boy in a red shirt playing near water . Young boy plays with sparks near a pond .
2653940812.jpg,"A man , in a green shirt , is attempting to light a firework near the water of a lake . A man in a green shirt is checking a thin pole stuck on the edge of a waterway . An old man squats near the water where there are boats docked . Older man measuring the water line of nearby shore . A man bends down to light a firework near a lake ."
2654018684.jpg,A little boy in a gray shirt stands between two seated women . Two women are talking to a young boy while playing cards . Two housewives are chatting next to a small child . Various people sitting and talking in a room . Here are 2 moms listening to a toddler .
265410361.jpg,Two young men wearing hoodies and pants are laying on a bed in a store while two young girls look on . Two older boys in hooded sweatshirts lay on a mattress in a store as two younger girls look on . Two men are testing a bed in a store and a child is watching a television screen . Two men sleep in a bed in a store while children look on . Two men are lying on a bed with pillows .
2654514044.jpg,A brown dog with its front paws off the ground on a grassy surface near red and purple flowers . A yellow dog is playing in a grassy area near flowers . A dog runs across a grassy lawn near some flowers . A brown dog running over grass . A brown dog running
2654751253.jpg,A man paddling a boat on a quiet lake with small green mountains in the background . A man stands in his small boat in the middle of the lake . A sailor in his boat with mountains in the background . A man is in a small fishing boat in a lake . A man rows a boat in a lake near mountains .
2654943319.jpg,A man in a purple shirt attempts tricks with a skateboard inside a heavily graffiti painted area . A person wearing a blue hat rides a skateboard off of a cement bench . A man in a purple shirt is skateboarding in a graffiti-heavy area . A kid in purple is doing a skateboard trick . A person grinding a ledge on a skateboard .
2655158300.jpg,A group of people are having fun with alcohol on the table . A group of ladies are having a party . Three ladies laughing around a table . A couple ladies having a party . A woman gestures at a party .
2655183854.jpg,The woman in the black shirt is pointing in front of her with a cement wall in front of her . A woman points to the left as she and others look that way . A woman is pointing while others are taking pictures . Woman pointing while others take pictures of something They are sitting on the edge of a fountain
2655196158.jpg,"A gray dog with blue eyes laying on a bright blue carpet while chewing on something . The gray , blue eyed hound puppy is laying on a blue carpet chewing on a toy . A dog is laying on a blue rug , chewing and making a mess . A dog chews on a toy on a blue blanket . A gray dog chewing on a toy ."
2655267135.jpg,"A man wearing an orange shirt , camouflage pants , and a protective mask uses a chainsaw to chop down a tree on the sidewalk . A person working for the city begins cutting down a tree . A working cutting a tree with an orange vest on . A city worker prepares to cut down a tree . county worker cutting down a tree ."
265528702.jpg,A man with a beard and sunglasses is standing in front of tree-covered hills . A man in sunglasses and a neatly trimmed beard overlooks a woody valley . a man posing with large grassy mountains off in the distance . A man wearing sunglasses stands before a forested landscape . Bearded man with sunglasses in the mountains .
265561932.jpg,"A view of a crowded tent , with several men visible sitting along a table or counter , that has a pitcher of water and some coffee cups on it . three men sitting at a bar inside of a restaurant . A group of friends sit down for something to eat . Some patrons at a some sort of diner . Several men having a drink at a bar ."
2655647656.jpg,A boy leaping on to a slip and slide with his friends watching in the background . A young boy leaps onto a water toy while five people look on . The young boy is enjoying himself playing on the water toys . A boy playing outside on a slip and slide . A young boy dives onto a water toy .
2656039837.jpg,A girl is about to hit a tennis ball coming from above her with a racket A young girl in a red shirt hitting a tennis ball with a pink racket The tennis player in the red shirt is trying to hit the ball . A young girl is about to attempt to hit a tennis ball . A little girl is playing tennis on an outdoor court .
2656110989.jpg,"A black-haired man is sitting on a bench on grass , and near cement and wood blocks . A man sits on a bench in a yard filled with stacks of wood and bags of concrete . A man is sitting at a picnic table while looking at a construction project . A man sitting on a bench taking a break from construction work . A man sitting in a backyard with wood and a pallet ."
2656252763.jpg,"Three workmen wearing safety hats stand in front of a tractor designed for hauling a large tunnel tube . A large white pipe is being lowered on a trailer , as two workers stand by . Three people work to move a heavy cylindrical object with pulleys . The workers prepare the large tube for hauling . A large cylinder being moved on truck ."
2656351.jpg,"A young girl in red Snoopy pants is holding a very small baby on her lap . The little , redheaded girl is holding a new baby . A little girl on a couch holding an infant . A young girl holds a crying infant . A little girl holding a baby"
2656424263.jpg,"A man holding his arms out horizontally , and gripping a fencing sword in his right hand , as people in the background do the same thing . Teen boy practicing with a sword in a gym with his team . Man wearing black is holding a sword with his arms out . A man in a gym performs moves with outstretched arms . A young man does exercises in his fencing class ."
2656688132.jpg,A person stands with a small dog balancing on their leg . The person is walking with a small black and white dog . A woman carrying a small black dog between her legs . A little dog is sitting on a person 's bent leg . a person with a small dog caught in her legs
2656749876.jpg,A member of the clergy carries a blue bag in his hand and talks on the phone as he walks . A priest carrying a small blue bag walking down the street talking on a cellphone . Priest in black walking on sidewalk carrying a blue bag and talking on cellphone . A man talks on his cellphone while he walks down the street . Priest walking with blue bag while talking on cellphone .
2656841774.jpg,"A balding man pours a bottle of wine into a tumbler while watched by a woman in a yellow shirt . A man pouring a drink into a small glass as a woman sits next to him looking on . A man with glasses pours wine for a woman in a yellow shirt . A man pours a drink into a glass , while a woman watches . A man is pouring wine in a glass ."
2656890977.jpg,"a small boy in blue shorts running down a sidewalk with flowers in the background A small boy , wearing shorts and no shirt , is running outdoors . The boy who is walking is wearing gray shorts and no shirt . A shirtless dark-haired boy in gray shorts is running . a skinny young man running with no shirt on"
2656914235.jpg,"Many people lounge in the long grassy lawn of a classically constructed building , many of them on folding chairs . A large group of people are sitting on the ground and in chairs over a grassy area . Lots of people are sitting on blankets and lawn chairs in the grass . A large group of people are hanging out on a large lawn . There are many people in this park ."
2656939882.jpg,A man in a gray t-shirt is shoveling cement from a wheelbarrow . A man dressed in blue shovels dirt out of a red wheelbarrow . A man mixing cement in a red wheelbarrow in a driveway . A man is mixing cement in a red wheelbarrow . A man shovels dirt out of a wheelbarrow .
2656941008.jpg,The man in the gray shirt is filling in post holes that were dug to install his new fence . A man using a shovel is digging in the lawn next to his red wheelbarrow . A man uses a shovel to fill in the dirt around a new fence post . A man in a hat is digging near a fence . A man in a gear shirt digging a hole .
2656941282.jpg,A man dressed in a black shirt and jean pants is cutting wood on a table to use for his half finished wooden fence around his yard . A man cuts wood to add to the fence he is in the middle of building . A man working in a yard using power tools . Man building a wood picket fence . A person is building a fence .
2656987333.jpg,Man with white cowboy hat on the ground behind a brown horse with both front legs off the ground . Whoa ! The cowboy is underneath the hoofs of the brown horse and is getting stepped on . A rider has fallen off a horse and is shielding himself from being trampled A cowboy covers his head as a jumping horse tramples him . A man in a cowboy hat being stepped on by a brown horse
2657097653.jpg,A man gives the camera the finger as a band plays a house party . Men dancing and flipping of the camera listening to music . A man in a striped shirt is dancing in front of a band . A rock band playing for a small audience in a house . A band is playing music with rowdy and crude fans .
2657301826.jpg,A child in a blue scarf and a tan outfit plays with plastic toys on a rug nearby a soft chair . A toddler with a blue scarf wrapped on his head plays with a wooden toy . a baby wearing a blue bandanna is playing with a set of colored rings . A toddler in a blue bandanna playing with a set of rings on a stick . The little boy is wearing a blue bandanna .
2657484284.jpg,"A kayak on the river is passing by a wire bridge that joins both banks . Two people rafting down a river , a footbridge in the background . Two groups are canoeing on a river overlooking a mountain . Some people ride their kayaks down the river . two conoes float down the river ."
2657484970.jpg,"Two people in a canoe are rowing past a large , tree-covered mountain . Two people in a kayak are paddling past green foliage on a river . Two people in a canoe on a river beside a forested mountain . Two people in a canoe float past a rocky , wooded cliff . People are boating near a mountain ."
2657592654.jpg,"In this photo a young lady is riding her bicycle down a park path in the early evening . A woman wearing a blue blouse and a blue jeans is riding in a bicycle She loves taking a ride in the park , just look at that smile . A woman rides her back down a path while looking back . A girl on a bike stops to look back ."
2657643451.jpg,"A woman and dog running down an asphalt , tree lined road . A person and a dog run on a paved road near a forest . Someone in a green shirt running behind a small dog . A person jogs down a gravel road after a small dog . A person runs with a dog ."
2657663775.jpg,"a lone person wearing a purple tank top running on the shore at the beach The woman is wearing a purple shirt and runs on the beach . Woman on beach , running from water to trees . A girl jumps over water at the beach . A woman leaps across the beach ."
2657844508.jpg,"A man and woman are sitting at a table in front of a sign that reads IL PORTO and two wine bottles and two wineglasses are on the table . Two people sit at a table with wine in front of them , and a sign with a fish reading : "" IL PORTO "" behind them . An elderly couple are sitting outside a restaurant , enjoying wine . A couple is sitting at a restaurant in front of a big fish sign . Couple sitting on patio outside restaurant having some wine ."
2657899248.jpg,A man in a yellow shirt and a man in a pink shirt crouch down in the middle of a crowded street . A man in a red shirt and a man in a yellow shirt are crouching in a crowd of people . Individuals in a crowded pedestrian area enjoy watching activities . The teenagers in a crowded area playing with toys . people staring at something in large crowd
2657990027.jpg,"A construction worker holding a hammer rests against a wooden beam while wearing a yellow vest , cargo pants , and a hard hat . A male construction worker in a hard-hat , hitting a nail into a board . A construction worker with a hard hat is hammering a nail in . A male construction worker hammers a nail . A man hammering a nail into a beam ."
2658009523.jpg,Two brown dogs chase and playfully fight with each other on the sandy beach . A brown dog and a red dog frolicking on the waters edge on the beach . two brown dogs are running on the beach beside the ocean . Two brown dogs play on the sand by the water . Two dogs running down a beach .
2658178260.jpg,A dark-haired woman with a black blouse is standing against a blue sky and she is about to take a picture with a camera . A woman takes a photo while looking down with the blue sky behind her . A lady short-haired lady with a blank tank top is taking pictures . A woman is looking down while taking a picture with a camera . A woman in a black shirt taking a picture .
2658360285.jpg,A group of children outside a building includes a boy jumping in the grass . A boy is jumping on the grass whist other children are standing around . There is a boy in blue shorts and a blue shirt jumping in the grass . A group of kids are standing outside together . Some children stand outside a building .
2658439322.jpg,Two performers putting on a mock fight for an audience that is watching attentively . Two men participate in a recreation of a medieval sword fight while a crowd watches . Two people putting on a show at the Renaissance fair . Two people recreating a medieval fight . Two men pretend to be knights .
265859667.jpg,"A group of people sit in folding chairs in a small area under two umbrellas outdoors , with a few cars parked in the background . Two older men are sitting outside under a blue and red umbrella while chatting about the day . An old man sits under an umbrella in the grass . Two men under umbrellas at a yard sale . Old men sitting out under umbrellas ."
2658639182.jpg,A man on a thatched-roof boat with an oar in the back is busy as the boat sits on bluish-green water . A man maneuvers a thatched covered boat through the turquoise colored water . A man is floating on a small boat down a city water street . A man guides a little roofed boat through teal blue waters . A man preparing his gondola for a short trip .
2658667254.jpg,A baby is hold an adults fingers on the beach . A woman is helping a baby walk on the beach . Women holding up little girl on beach . Woman at the beach with a small girl . A mom with child walk on the beach .
2658944258.jpg,Two men wearing hats play accordions while standing between two burgundy and black pre-World War II automobiles . Two accordion players in period costumes perform between two maroon-colored antique cars . Two old men with hats are standing in between cars with their accordions . two men between 2 classic cars playing accordions . Two men playing music and displaying old cars .
2659046789.jpg,A boy with whipped cream on his face after smooshing his face into a pie . A young boy removes his face from a blueberry pie . A young man taking part in a pie eating contest . A little boy is eating pie without utensils . A young child is eating a pie with his face .
2659183350.jpg,A boy in a red and white shirt kicks a large baseball while surrounded by people . A boy kicks a giant baseball while a group of children watch . A kid kicking a large ball while surrounded by other kids . Children are outside playing with an oversized baseball . A boy kicks a really large baseball
2659278131.jpg,One person holds a brown and white puppy while another uses a blow dryer to dry its fur . Two sets of hands blow drying a small brown and white puppy . A small brown and white dog about to get its hair dried . Small dog being dried by a handheld hair blower . a puppy is getting dry with a blow dryer
2659554389.jpg,A little girl in a purple t-shirt feeds an animal . The girl is at a petting zoo and feeding a camel . A young girl feeding a camel . A girl is feeding a camel A little girl feeds a camel
2659606300.jpg,A small child in a pink sweater begins to climb a concrete staircase . A small child in a pink hoodie ascending tall stairs outdoors . A baby girl wearing a pink jacket climbs wooden steps . A small child climbs steps outdoors in a grassy area . A small child climbs stairs at a beach .
