Unnamed: 0,pairID,Flickr30kID,hypothesis,gold_label,explanation,generated_caption,predicted_label
9682,3597715122.jpg#1r1n,3597715122.jpg,people were outside the store on tuesday,neutral,Even tough some people are outside a store it could be any other day than Tuesday,"The image shows an ice cream shop with a brightly colored awning that reads ""ICE CREAM"". There are three men standing in front of the counter, seemingly ordering ice cream. To the right of the counter, there are various inflatable pool toys and tubes on display. A large, decorative ice cream cone is positioned prominently outside the shop. The sidewalk in front of the store is paved with bricks.",neutral
4140,3050606344.jpg#4r2e,3050606344.jpg,A man is outside.,entailment,To kayak in rough water you must be outside.,"The image shows a kayaker navigating a turbulent, fast-flowing river. The kayaker is wearing a white helmet, a yellow jacket, black gloves, and is paddling with a red Werner paddle. The kayak is pink and has the brand “Wave” visible. The water is choppy and white with foam, indicating strong currents and movement. The kayaker is positioned in the water, actively paddling.",entailment
4147,3050606344.jpg#0r1c,3050606344.jpg,The man is kayaking on a calm river.,contradiction,The rapids are by definition not calm.,"The image shows a kayaker in action on a fast-flowing river. The kayaker is wearing a white helmet, a yellow waterproof jacket, black gloves, and a red kayak. They are paddling with a white paddle. The water is turbulent with waves and white foam, indicating a strong current and rapid flow. There are no signs of calm water.",contradiction
4141,3050606344.jpg#4r2n,3050606344.jpg,A man is riding in a small boat on a lake.,neutral,Not all rough water is found in a lake.,"The image shows a man kayaking in a fast-flowing river or rapid. He is wearing a yellow jacket, black gloves, a white helmet, and is holding a pink kayak with a paddle. The water is turbulent and choppy, with significant splashes and waves surrounding the kayaker. The scene suggests a whitewater kayaking activity.",contradiction
5110,455714074.jpg#3r1e,455714074.jpg,A family is eating dinner.,entailment,is dining can be replaced by is eating.,"The image shows a warmly lit dining room. A long wooden table is set for a meal, with several people seated around it. Plates with food are visible, alongside glasses of red wine and orange juice. A television is on, displaying a scene of a person in a snowy landscape. Candles are placed on the table, adding to the warm atmosphere. There’s a fireplace in the background, and other people are visible in the background, suggesting a gathering.",entailment
7026,455714074.jpg#1r1c,455714074.jpg,The people are driving home from work.,contradiction,People eating food while watching television cannot be the people driving home from work.,"The image shows a family gathered around a large dining table in a warmly lit room. There are four adults seated around the table, each with plates of food and drinks. A television is playing in the background, displaying a snowy image. A fireplace is visible in the background. The room has a comfortable, lived-in feel with curtains, potted plants, and various decorative items. The lighting suggests it is evening or night.",contradiction
12643,455714074.jpg#4r1n,455714074.jpg,A family is having breakfast together.,neutral,no way to tell if they are eating breakfast.,"The image shows a dining room scene. A large, rectangular table is set for a meal, with several people seated around it. Plates with food are on the table, along with glasses of red wine and orange juice. A television is on in the background, displaying a scene with a white character. Candles are on the table, and a fireplace is visible to the right. There is a window with a view of the outside. Several people are looking at the television, and some are eating.",entailment
3843,3024022266.jpg#2r1e,3024022266.jpg,A kid rides some waves on a nice day,entailment,A young boy could be a kid.  Waves could be of blue water.,"The image shows a young boy, likely a teenager, riding a surfboard on a wave in the ocean. He is wearing a black wetsuit and is actively maneuvering on the board as it encounters a breaking wave. There are other people visible in the background, also engaged in surfing. The water is a vibrant turquoise color and there’s a significant amount of spray and foam from the wave. The overall scene suggests a sunny and pleasant day at the beach.",entailment
1883,3024022266.jpg#4r2c,3024022266.jpg,the boy is on the moon,contradiction,It is not possible to surf as it requires water and there is not a body of water on the moon.,"The image shows a young boy wearing a wetsuit and shorts, riding a surfboard on a wave in the ocean. The water is a vibrant turquoise color and there are splashes as the boy rides the wave. Other people can be seen in the background, also enjoying the water.",contradiction
10706,3024022266.jpg#1r1n,3024022266.jpg,A young guy on vacation.,neutral,There is no proof they are on vacation.,"The image shows a young boy, likely a teenager, surfing on a wave in a blue ocean. He is wearing a wetsuit and has a focused expression as he rides the wave, creating a spray of water. Several other people are visible in the background, also enjoying the water. The overall scene suggests a beach or coastal environment.",entailment
10302,2298661279.jpg#1r1n,2298661279.jpg,A child was outside.,entailment,The child is outside.,"The image shows a young boy standing on a brightly colored, curved slide at a playground. The slide is made of polished metal and reflects the surrounding environment, including the boy himself and other figures. He is wearing a brown jacket and red pants. The sky is a light blue. The playground structure is made of red and brown metal tubes.",entailment
7561,2298661279.jpg#0r1c,2298661279.jpg,The boy is getting on a plane,contradiction,One cannot get ready to slide down a metal slide as they are getting on a plane.,"The image shows a young boy standing on a brightly colored, spiraling slide at a playground. He is wearing a brown jacket, red pants, and a small orange patch on his jacket. The slide is made of shiny, reflective material, and the reflections on the surface show multiple images of the boy, creating a mirrored effect. The background is a clear blue sky.",contradiction
11251,2298661279.jpg#0r1n,2298661279.jpg,The pants are comfortable,neutral,This boy is about to go down a slide. I cannot tell if he believes his pants are comfortable from this photo.,"The image shows a young boy standing in a playground. He is wearing a brown jacket, red pants, and a colorful patch on his jacket. He is climbing a complex slide structure that has reflective surfaces creating multiple reflections of himself and the surrounding environment. The sky is blue.",neutral
687,7249187716.jpg#2r1e,7249187716.jpg,The man crashed into the water.,entailment,crashing into the water is inferred as  crashed into the water.,"The image shows a group of athletes, likely in a triathlon, jumping into a body of water – possibly a lake or river – during a race. Many of the athletes are covered in dark wetsuits and wearing helmets. They are splashing water as they enter the water. A rope is stretched across the water, suggesting a start line or some form of guidance for the swimmers. The water is choppy and creating a significant splash.",entailment
12992,7249187716.jpg#0r1n,7249187716.jpg,Some people are swimming in a pool.,contradiction,"People in wet suits are entering and just starting to swim in what appears to be an outdoor body of water, not a pool.","The image shows a large group of people running and jumping into a body of water – likely a lake or river – with significant splashing. The individuals are wearing wetsuits and helmets, suggesting they are participating in a water-based event. There are several people already swimming in the water, and others are entering the water. A rope extends from the shore into the water, possibly for assistance or marking the starting point. The background features trees and a sunny sky.",entailment
688,7249187716.jpg#2r1n,7249187716.jpg,The man crashed into the water at the start of the race.,neutral,Just because someone is crashing into water doesn't mean that it is the start of the race.,"The image shows a large group of people, likely a triathlon team, jumping into a body of water (likely a lake or river) at what appears to be the start of a race. Many of them are mid-air, creating a significant splash as they enter the water. The people are wearing swimsuits and helmets. There is a rope extending from the shoreline, suggesting a starting line and possibly a method for guiding the participants.",entailment
5066,2955099064.jpg#1r1e,2955099064.jpg,three men looking at a football,entailment,react is a form of looking.,"The image shows three men, dressed in red rugby shirts with the ""McCOYS"" logo, attempting to catch a rugby ball in mid-air. Two of the men are clearly reaching upwards with their hands, while the third man is looking upwards and also reaching. The rugby ball is prominently displayed, with the ""GILBERT"" logo visible. The background is a pale sky.",entailment
10396,2955099064.jpg#0r1n,2955099064.jpg,Three basketball players try to catch the ball during a game.,contradiction,Three football players try to catch the ball during a game.,"The image shows a group of three rugby players in red jerseys, attempting to catch a rugby ball in mid-air. Two of the players are clearly reaching upwards with their hands to try and secure the ball. One player is lower down, supporting the others. The sky is a pale blue, and the background is simple, focusing attention on the players and the ball.",contradiction
11165,2955099064.jpg#3r1n,2955099064.jpg,The men hate each other,neutral,We cant assure the men hate each other,"The image shows a rugby scrum. Several men in red jerseys are actively engaged in pushing and reaching for a rugby ball held aloft by another player. They are positioned closely together, with multiple arms raised attempting to gain control of the ball. The players are wearing team shirts with ""MOCYS"" printed on them.",neutral
14637,4320494335.jpg#3r1n,4320494335.jpg,A woman pushes her child in a stroller,entailment,The woman is pushing a child that is in a stroller.,"The image shows a man and a woman walking down a sidewalk. The woman is holding a stroller with a child inside. The man is holding a cup of coffee and wearing a white shirt, dark pants, and a belt. There is a stone building in the background, a barren tree, and a blue pickup truck partially visible.",entailment
1550,4320494335.jpg#0r1c,4320494335.jpg,The couple are in an industrial area.,contradiction,The couple can't be in both an industrial area and a residential area at the same time,"The image shows a man and a woman walking along a sidewalk. The woman is pushing a stroller with a child inside. The man is holding a cup and wearing a button-down shirt, pants, and a belt. In the background, there is a building constructed of stone, a bare tree, a truck, and some landscaping. The scene appears to be a residential area.",neutral
13393,4320494335.jpg#2r1n,4320494335.jpg,A couple is with their baby going to a store.,neutral,There is a couple but we dont know if they are going to the store,The image shows a man and a woman walking side-by-side on a sidewalk. The woman is holding a stroller with a child inside. The man is carrying a cup and wearing a collared shirt and pants. A blue pickup truck is parked partially in the frame to the right. The background features a stone building and some bare trees.,neutral
4432,3368569524.jpg#3r1e,3368569524.jpg,Girls are playing a game.,entailment,Girls are playing basketball game in front of crowd,"The image shows a basketball game in progress. A player wearing a maroon and white jersey with the number 30 is in the act of shooting the basketball. Two other players, one wearing a maroon and white jersey with the number 14 and another in a red and maroon jersey with the number 2, are defending him, attempting to block the shot. There is a crowd of spectators visible in the background. The wall behind the players has a mural depicting a tiger and a stylized “W”.",entailment
4433,3368569524.jpg#3r1c,3368569524.jpg,Girls are playing football.,contradiction,Ones can be playing either basketball or football.,"The image shows a close-up shot of a basketball game. A male player wearing a red and white basketball jersey with the number 30 is reaching up to shoot a basketball. He is being closely guarded by a female player wearing a red and white basketball jersey with the number 14. Other players and spectators are visible in the background, including individuals wearing various colored basketball jerseys. A team logo featuring a tiger head and a stylized W is displayed on the wall behind the players.",contradiction
4437,3368569524.jpg#1r1n,3368569524.jpg,A WNBA game in progress.,neutral,Not all female basketball players are in the WNBA.,The image shows a basketball game in progress. A male basketball player wearing a maroon and white jersey with the number 30 is in the act of shooting the basketball. He is closely guarded by a female player wearing a red and maroon jersey with the number 14. Several other players and spectators are visible in the background. A mural depicting a tiger with wings is on the wall behind the players.,neutral
12930,1011572216.jpg#3r1n,1011572216.jpg,The couple stood together for the picture.,entailment,The couple looks like they stood together for the picture.,"The image shows a man and a woman dressed in wedding attire. The man is wearing a black suit, a white shirt, and a bow tie, and he is holding the woman’s arm. The woman is wearing a white wedding dress, a veil, and a head covering. They are standing on a sidewalk next to a brick building with a street in the background. A street sign and a lamppost are visible in the scene.",entailment
788,1011572216.jpg#0r1c,1011572216.jpg,A married couple is eating their first pieces of cake.,contradiction,"While eating cake, a couple isn't walking at the same time.","The image shows a man and a woman dressed in formal wedding attire. The man is wearing a black tuxedo, a white shirt with a bow tie, and dark trousers. The woman is wearing a white wedding dress with a veil and a decorative headpiece. They are standing on a sidewalk next to a brick building, holding hands and appearing to be walking. There is a streetlight, a signpost, and some greenery in the background.",contradiction
10577,1011572216.jpg#1r1n,1011572216.jpg,Newlyweds walk down the sidewalk from the church.,neutral,"They appear to be newlyweds and are on a sidewalk, but we cannot tell they are leaving a church.","The image shows a man and a woman dressed in wedding attire. The man is wearing a black tuxedo, a white shirt, and a bow tie. The woman is wearing a white wedding dress with a veil and a head covering (possibly a shawl or decorative headpiece). They are standing on a sidewalk, appearing to be walking. In the background, there is a brick building, a street, and greenery. A street sign and a lamppost are also visible.",entailment
532,2980901328.jpg#4r1e,2980901328.jpg,The worker fixes the window.,entailment,'a construction worker' is considered to be 'worker',"The image shows a construction worker, wearing a red shirt and gray cap, on a metal platform ladder, carefully working on a series of bronze sculptures attached to the façade of an old building. The sculptures appear to be stylized, sharp-edged shapes, possibly representing stylized wings or similar forms. The building has a weathered, textured stone facade and a decorative, frescoed cornice above the window. The window itself is partially covered by dark shutters. The worker is holding a small piece of the sculpture, presumably adjusting or adding it to the installation.",entailment
2688,2980901328.jpg#0r1c,2980901328.jpg,The repairman is driving away in his white van.,contradiction,One can't be trying to repair a pole and driving away at the same time.,"The image shows a man, wearing a red shirt and gray hair, working on a building facade. He is positioned on a metal platform, using a tool to work on decorative metal elements attached to the building. The elements appear to be stylized, possibly sculptural, and are made of a dark metal. The building itself has a weathered appearance with decorative elements painted on the upper section of the wall, including a palmette design. The windows are dark and shuttered.",contradiction
534,2980901328.jpg#1r1n,2980901328.jpg,The man is strong,neutral,Just because the man is holding onto a wooden sign it doesn't mean he's strong.,"The image shows a man working on the exterior of an old building. He is standing on a metal platform ladder, apparently installing or repairing metal sculptures that are attached to the building's façade. The sculptures are stylized, geometric shapes, predominantly dark in color with metallic accents. The building has a decorative, painted cornice at the top. The man appears to be wearing a red t-shirt and blue jeans.",neutral
7617,91251257.jpg#2r1e,91251257.jpg,The pot is outside.,entailment,By the water means that the lady is outside.,"The image shows a close-up view of a woman on a wooden platform built over the water. The platform appears to be part of a floating home or dwelling. The woman is actively engaged in a task, likely mending or repairing a fishing net. There’s a large, weathered fishing net draped over the side of the platform. The surrounding area is somewhat cluttered with various items, including a table, containers, and makeshift coverings. The water is calm, reflecting the surrounding structures.",entailment
7615,91251257.jpg#1r1c,91251257.jpg,an asian woman is sleeping on the dock of her house,contradiction,"The woman is either kneeling or sleeping, but not both.","The image depicts a scene on a waterway, likely in a river town. A woman is working on a small wooden boat or platform, which appears to be part of a floating house or dwelling. The structure has a makeshift roof of tarpaulins. There’s a fishing net, buckets, and other tools scattered around. The water is calm, reflecting the surrounding structures. The woman is wearing traditional clothing, and appears to be engaged in some kind of activity, possibly mending a net or preparing something.",contradiction
14519,91251257.jpg#0r1n,91251257.jpg,The tourist director works near the water.,neutral,She is near the water working but is she the tourist director or just a woman working.,"The image shows a wooden houseboat or floating structure on a body of water, likely a river. A woman in traditional clothing is working on the deck, seemingly mending a large fishing net. There's a small wooden table, some storage containers, and a makeshift awning or canopy above. The scene has a rustic, lived-in feel. The water surface shows gentle ripples.",neutral
3341,378453580.jpg#2r1e,378453580.jpg,a dog is jumping,entailment,Both dogs are jumping,"The image shows a medium-sized dog, likely a Poodle mix, with a brown and white coat, running across a fallen log in a wooded area. The dog is holding a small stick in its mouth and appears to be in motion, with its legs outstretched as if jumping. The ground is covered in fallen leaves and twigs, and there are trees and foliage visible in the background. The lighting suggests a bright, sunny day.",entailment
14511,378453580.jpg#4r1n,378453580.jpg,A dog jumps in the rain.,contradiction,is not rain,"The image shows a medium-sized, fluffy, brown and white dog. The dog is in mid-air, appearing to jump, and is carrying a small, brown stick in its mouth. The dog is positioned on top of a fallen log in a wooded area with fallen leaves and tree trunks in the background. Sunlight filters through the trees, creating a bright and dappled light effect on the ground.",contradiction
9899,378453580.jpg#2r1n,378453580.jpg,the dog is out for a walk with it's owner,neutral,"There is a dog that appears to be on a walk, however there is no visible owner in the frame.","The image shows a medium-sized dog, likely a shepherd mix due to its coat and facial features, standing on a fallen log in a woodland setting. The dog is holding a small branch in its mouth and appears to be in motion, possibly running or jumping. The ground is covered in fallen leaves. The background consists of trees and dense vegetation, with sunlight filtering through the branches.",neutral
3687,305979887.jpg#1r1e,305979887.jpg,Her husband drinks.,entailment,The woman thinking of ways to get away from her drinking husband implies that her husband drinks.,"The image shows a woman sitting on a picnic table at an outdoor park. She is wearing a gray jacket and appears to be looking downward. A stroller is positioned to her left, and a water bottle is on the table in front of her. Several trees are in the background, and there is a picnic pavilion or structure visible. The ground is covered with sand and fallen leaves.",neutral
3686,305979887.jpg#1r1c,305979887.jpg,Her husband is sober and can poop out gold.,contradiction,Her husband is either drinking or sober.,The image shows a woman sitting on a picnic table in a park. She is wearing a gray jacket and jeans. A stroller is parked nearby. There are several trees with yellowing leaves in the background. A picnic pavilion is visible in the distance. A bottle of water is on the picnic table. The ground is covered with a light-colored sand or dirt.,contradiction
10550,305979887.jpg#4r1n,305979887.jpg,The woman sits on the park picnic table near the stroller while her child plays.,neutral,"While the woman is sitting near a stroller at a park picnic table, it is not clear if her child is playing.","The image shows a park scene. In the foreground, a woman is sitting on a yellow picnic table. She is wearing a gray jacket and appears to be looking downwards, possibly at a stroller parked nearby. The stroller is a dark colored, three-wheeled model. There are several trees in the background, and a small shelter with picnic tables is also visible. The ground is covered with fallen leaves.",entailment
7346,3727740053.jpg#4r1e,3727740053.jpg,People are competing in a match.,entailment,Martial artists are a type of people.,"The image shows two men, both wearing white karate uniforms (gi), engaged in a martial arts practice or competition. One man, wearing a white gi and a black belt, is in the process of executing a powerful kicking technique towards the other man, who is wearing a white gi and a yellow belt. Several other people are seated in the background, observing the action. The setting appears to be an indoor martial arts dojo or arena.",entailment
7345,3727740053.jpg#4r1c,3727740053.jpg,Two swimmers compete in a diving match.,contradiction,It's either martial or swimmers.,"The image shows two men, both wearing white karate uniforms (known as a *dobuki*), engaged in a martial arts sparring match. One man is in the process of executing a kick, with his leg extended upwards, while the other man is defending, appearing to block the incoming kick. There are spectators visible in the background, seated in rows.",contradiction
11240,3727740053.jpg#1r1n,3727740053.jpg,There are people kicking each other because they are mad,neutral,"The people fighting could be kicking each other because they are mad, or they could be simply engaged in a professional kickboxing match.","The image shows two men, both wearing white karate uniforms (dobuks) and black belts, engaged in a martial arts sparring session. One man is executing a powerful vertical kick towards the other, who is in a defensive stance. There is a blurred crowd of spectators in the background, also wearing martial arts uniforms.",neutral
7591,3508522093.jpg#4r1e,3508522093.jpg,the boy is outside,entailment,A little boy is a boy.,"The image shows a young boy lying on his back in a large pile of fallen leaves on an asphalt surface. He is using a skateboard and appears to be enjoying himself. There is a sidewalk visible in the background. The scene is outdoors, likely in autumn due to the presence of the leaves.",entailment
9395,3508522093.jpg#0r1c,3508522093.jpg,The leaves are green.,contradiction,The green leaves contradicts the pile of brown leaves.,"The image shows a young boy lying on his back in a large pile of brown leaves on an asphalt surface. He is riding a skateboard. There are scattered leaves across the pavement. The scene is outdoors, likely in autumn due to the fall foliage.",contradiction
11786,3508522093.jpg#1r1n,3508522093.jpg,a young skateboarder jumped into a pile of leaves.,neutral,This a young skateboarder in a pile of leaves. He appears to have fallen in and not jumped. There are not enough leave to jump in and the skateboard is at an odd angle.,"The image shows a young boy lying on his back in a large pile of fallen autumn leaves. He is using a skateboard as a makeshift bed. He is wearing a green shirt, blue shorts, and sneakers. The ground is covered in scattered leaves.",neutral
2345,3149038044.jpg#3r1e,3149038044.jpg,The kids are playing football.,entailment,Kids and two children can be interchanged and they are playing football,"The image shows two young boys, likely children, on a grassy field. They are wearing purple and white football jerseys, white pants, and athletic shoes. One boy is kneeling and appears to be securing the football, while the other boy is assisting him, likely in a pre-play formation. A fence is visible in the background.",entailment
11167,3149038044.jpg#2r1n,3149038044.jpg,two kids playing on fresh mowed grass.,contradiction,It is unclear whether the grass is fresh mowed.,"The image shows two young boys, likely playing a sport like flag football, kneeling on a green grassy field. One boy is assisting the other in tying his shoe. Both boys are wearing purple and yellow jerseys with white trim, white shorts, and sneakers. There is a fence visible in the background, suggesting a park or recreational area. The grass appears freshly cut and green.",entailment
10343,3149038044.jpg#3r1n,3149038044.jpg,The children are playing flag football inside.,neutral,The children are playing  football,"The image shows two young boys, likely children, kneeling on a grassy field. They are wearing purple and yellow jerseys with armbands, white shorts, and athletic shoes. One boy is assisting the other in tying his shoelace. The background includes a fence and trees, suggesting an outdoor setting.",entailment
3552,2446830166.jpg#2r1e,2446830166.jpg,A man stilts behind a woman,entailment,Basically a man stands on stilts behind a woman.,"The image shows a street scene in an urban area, likely a downtown city center. A tall, costumed performer is walking on stilts, wearing a white suit and a black hat. He is seemingly assisting a woman who is carrying a large, brown suitcase. Several other people are visible in the background, some of whom appear to be part of a similar performance group. The buildings in the background are modern, high-rise structures.",entailment
3544,2446830166.jpg#0r1c,2446830166.jpg,The street performer is a magician.,contradiction,The performer is either walking on stilts or a magician.,"The image shows a street performance in an urban setting. A man, dressed in a white suit, white pants, and a black cap, is walking on stilts, appearing to be balancing and moving with a controlled, theatrical gait. He is accompanied by a woman who is leaning over a vintage-style brown suitcase. Several other people, including a man in a white costume and a woman in a red coat, are visible in the background. Buildings are visible in the background, suggesting a downtown area.",neutral
14070,2446830166.jpg#2r4n,2446830166.jpg,A circus performer and his girlfriend who is about to leave him,neutral,Girlfriend is not clear and no sign of leave him,"The image shows a street scene in an urban environment. A man is performing as a stilter, standing on tall stilts and wearing a white suit and a hat. He is actively pushing a woman who is carrying a brown suitcase. Several other people are visible in the background, including a woman in a white dress and a man in a dark suit. The buildings in the background appear to be modern city skyscrapers.",neutral
4403,2256447557.jpg#1r1e,2256447557.jpg,Some people by the ocean.,entailment,"A family can be described as a group of people. If someone is on the beach, they would have to be by the ocean.","The image shows three young women standing on a beach. They are barefoot and appear to be looking at something, possibly taking a photo. The beach is wet with low tide, and there is a slight haze in the background. A solitary figure is faintly visible in the distance.",entailment
4398,2256447557.jpg#4r1c,2256447557.jpg,Four girls are in the mountains.,contradiction,Beach cannot be mountains simultaneously.,"The image shows three young women standing on a beach. They are barefoot and appear to be looking at something with expressions of excitement or surprise. The beach is wet and has a light, hazy atmosphere, likely indicating an overcast or early morning scene. A solitary figure is visible in the background, further away on the shoreline.",contradiction
10870,2256447557.jpg#2r1n,2256447557.jpg,The women are sisters on vacation together.,neutral,do not know if the women are sisters or on vacation,"The image shows three young women standing on a sandy beach. They are barefoot and appear to be looking at something, with one of them leaning back and smiling. The sky is overcast and hazy, creating a soft, diffused light. A man is visible in the background, slightly blurred. The tide appears to be low, leaving wet sand exposed.",neutral
11254,451547131.jpg#2r1n,451547131.jpg,The person is wearing a wetsuit.,entailment,The person in the picture is wearing a wetsuit.,"The image shows a person walking along a beach at sunset. The person is carrying a surfboard and appears to be heading towards the water. The sky is filled with vibrant colors, primarily orange, yellow, and hints of pink, suggesting a sunset. Waves are visible rolling onto the shore. The sand is wet and reflecting the light from the sky.",neutral
3303,451547131.jpg#1r1c,451547131.jpg,A surfer is carrying his surfboard into his house.,contradiction,One cannot walk along the beach and into a house at the same time.,"The image shows a beach at sunset. A person, likely a surfer, is walking along the shoreline with a surfboard under their arm. The waves are crashing gently on the sandy beach. The sky is a blend of orange, yellow, and pale blue hues, typical of a sunset. The reflection of the person and surfboard is visible in the wet sand.",contradiction
13414,451547131.jpg#0r1e,451547131.jpg,The waves are not large enough for surfing at this time of day.,neutral,It is unclear that the waves are not large enough for surfing.,"The image shows a lone surfer walking along a beach at sunset. The sky is filled with warm colors – orange, yellow, and hints of pink – suggesting it is evening. The ocean waves are rolling towards the shore, and there are visible ripples on the wet sand. The surfer is carrying a surfboard, indicating their intention to surf. The lighting is soft and highlights the reflection of the surfer on the wet sand.",entailment
1287,3311724634.jpg#0r1e,3311724634.jpg,The people are on the stage.,entailment,"A woman, guy, and a man are all types of people, since it is established that she is on the stage, that the guy and man are listed with her implies they are also on the stage.","The image shows a dimly lit stage setting. A man in a suit and tie is singing into a microphone, holding a piece of paper. A woman in a green and white outfit is holding a large, brightly colored paper snake. Another woman is partially visible playing a stringed instrument. A fourth person, partially obscured by the other performers, appears to be playing a guitar. The background shows a dark wall with what appears to be equipment hanging from it.",entailment
1288,3311724634.jpg#1r1c,3311724634.jpg,The man is swimming alone in a pool.,contradiction,attack and swimming is different in action,"The image shows a dimly lit stage setting, likely a performance space. A man in a dark suit and tie is singing into a microphone, holding a piece of paper. A woman in a green dress and tights is holding a large, brightly colored papier-mâché snake. Another woman is playing a stringed instrument (possibly a violin) to her right. There are other figures partially visible in the background, suggesting a band or ensemble. The overall atmosphere is theatrical and perhaps somewhat surreal.",contradiction
12318,3311724634.jpg#3r1n,3311724634.jpg,A group of performers play cover songs of Fall Out Boy.,neutral,"The group of performers do seem like they are playing songs, we cannot infer from the image that they are playing cover songs of Fall Out Boy.","The image shows a dimly lit stage during a performance. A man in a dark suit and tie is singing into a microphone, holding a piece of paper. A woman to his right is holding a large, brightly colored, and decorated papier-mâché snake. Another woman, partially visible, is playing a stringed instrument, likely a bass or violin. A fourth person, partially obscured, is also playing an instrument. The overall aesthetic is slightly surreal and theatrical.",neutral
9021,6274918824.jpg#2r1e,6274918824.jpg,Someone is cooking.,entailment,an egg in front of a mixing bowl indicates cooking is happening or about to happen,"The image shows a close-up of a hand holding an egg over a stainless steel bowl filled with flour. A kitchen countertop is visible in the background, with a stove, refrigerator, and various cooking supplies (like olive oil and spices) present. A partial view of a person wearing a t-shirt is visible on the left.",entailment
9020,6274918824.jpg#2r1c,6274918824.jpg,A chef is cutting meat.,contradiction,cutting meat and holding egg are not the same.,"The image shows a close-up shot of a kitchen scene. A person's hand is holding an egg over a metal mixing bowl filled with what appears to be flour or powdered sugar. A stainless steel pot is visible on a gas stove in the background, and there are various cooking supplies and ingredients scattered on the countertops behind the bowl. The person is wearing a t-shirt.",neutral
13653,6274918824.jpg#2r1n,6274918824.jpg,Someone is going to make a cake.,neutral,"Someone is using ingredients that go into making a cake but it is not clear that, that is exactly what they are making.","The image shows a close-up shot of a hand holding a whole egg over a stainless steel bowl filled with what appears to be flour or powdered sugar. In the background, there’s a kitchen setting, including a stove, refrigerator, and various cooking ingredients. The scene suggests someone is in the process of baking or cooking.",entailment
3819,1961696686.jpg#0r5e,1961696686.jpg,A woman is bowling in a bowling alley.,entailment,A woman must be bowling to throw her bowling ball down the lane.,"The image shows a woman in a bowling alley. She is in the process of bowling, holding a red bowling ball and appearing to throw it. The lane is wooden, and there are multiple bowling lanes stretching into the background, illuminated by bright lights. The walls are dark with exposed brick.",entailment
3820,1961696686.jpg#0r3c,1961696686.jpg,The woman is doing gymnastics,contradiction,One cannot be bowling and doing gymnastics simultaneously.,"The image shows a woman in a bowling alley. She is in the process of bowling, holding a red bowling ball and appearing to throw it down the lane. The lanes are wooden, illuminated with bright lights, and there are pins at the end of the lanes. The alley appears to be indoors, with a dark ceiling and brick walls visible in the background.",contradiction
14005,1961696686.jpg#2r1n,1961696686.jpg,A woman bowls a strike.,neutral,"A women is getting ready to bowl, but we don't know if it will be a strike or not.","The image shows a woman in a bowling alley. She is in the process of bowling, holding a red bowling ball and appearing to release it. The lane is illuminated, showing the path of the ball. The alley is lined with multiple lanes, and there are lights overhead.",neutral
7625,69830857.jpg#3r1e,69830857.jpg,An individual walks outdoors.,entailment,an individual is a figure,"The image depicts a rural, arid landscape featuring a long, dark asphalt road winding through a hilly, brown and rocky terrain. The hills are in the background, with a partially cloudy sky overhead. A person wearing a light-colored shirt and pants is walking along the side of the road, facing away from the camera. There is a vehicle visible in the distance traveling on the road. Several road signs are situated along the road. The lighting suggests it is late afternoon or early evening.",entailment
7620,69830857.jpg#0r1c,69830857.jpg,A man having coffee seating on table.,contradiction,The man can't walk along and be seating on a table at the same time.,"The image shows a wide, paved road winding through a desert landscape. In the foreground is a gravelly area with sparse vegetation. A man is walking along the side of the road, facing away from the viewer. Behind the road are a series of rolling brown mountains under a partly cloudy sky. There are signs along the road and a few cars visible in the distance. The lighting suggests it's either early morning or late afternoon.",contradiction
12519,69830857.jpg#0r1n,69830857.jpg,A person walking toward church.,neutral,"This is a picture of a person walking on a roadway. But there are no churches in sight, unless its behind that large mountain. This image is neutral because the question remains as to what is just beyond the mountain. There might possibly be a church or nothing at all.","The image shows a wide, asphalt road winding through a dry, arid landscape. The foreground features gravel and sparse vegetation. In the middle ground, a large, brown mountain range dominates the scene, with a distinct ridgeline. A partially visible signpost is on the side of the road. A lone person wearing a light-colored shirt and pants is walking along the road, moving towards the viewer. The sky is partially cloudy with patches of blue. There are distant, dark mountains in the background.",neutral
3081,2503250992.jpg#1r1e,2503250992.jpg,There are some people outside.,entailment,customers in the street is a group of people. A man is cooking some food for them.,"The image shows a scene of a grilling area, likely a street food stall. A man in a white shirt with a maroon collar is actively grilling food on a metal grill. He is using tongs to handle the food. Two other men in blue and orange shirts are assisting with the grilling process, seemingly monitoring or preparing the food. There’s smoke rising from the grill. The ground is paved with concrete tiles, and there's a small amount of debris or food waste visible. People are partially visible in the background, suggesting an outdoor setting.",entailment
3522,2503250992.jpg#4r1c,2503250992.jpg,A person rubbing food all over themselves,contradiction,The vendor cannot possibly be preparing snacks while rubbing food on themselves,"The image shows a street food vendor grilling meat on a grill. There are at least three people present: one man actively grilling the meat with tongs, another man wearing a blue shirt assisting with a knife, and a man partially visible in the background. The grilling is taking place outdoors, on a stone or concrete surface. There's smoke rising from the grill. Various food items and utensils are visible on the ground around the grill.",neutral
